EmployeeNumber,Age,Gender,MaritalStatus,BusinessTravel,Education,EducationField,Department,JobRole,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,NumCompaniesWorked,DistanceFromHome,TrainingTimesLastYear
1032,59,Female,Single,Travel_Rarely,3,Life Sciences,Research & Development,Manufacturing Director,30,5,3,4,3,3,2,4
1033,37,Female,Married,Travel_Rarely,2,Medical,Research & Development,Healthcare Representative,15,1,0,0,0,5,11,2
1034,55,Male,Married,Travel_Frequently,4,Medical,Research & Development,Healthcare Representative,17,8,7,6,7,3,18,3
1035,41,Female,Divorced,Non-Travel,1,Life Sciences,Research & Development,Research Director,21,21,16,5,10,1,7,3
1036,38,Male,Single,Travel_Rarely,4,Life Sciences,Sales,Sales Executive,19,1,0,0,0,8,3,1
1037,26,Male,Single,Non-Travel,2,Medical,Sales,Sales Executive,7,2,2,2,2,8,29,6
1038,52,Female,Married,Travel_Rarely,1,Marketing,Sales,Manager,33,32,14,6,9,1,2,3
1039,44,Female,Married,Travel_Rarely,3,Medical,Sales,Sales Executive,23,12,11,11,11,3,28,2
1040,50,Female,Married,Non-Travel,3,Life Sciences,Sales,Sales Executive,19,18,7,0,13,0,1,3
1042,36,Female,Single,Travel_Rarely,4,Life Sciences,Research & Development,Laboratory Technician,18,17,13,15,14,1,16,1
1043,39,Female,Single,Travel_Frequently,3,Medical,Research & Development,Manufacturing Director,21,21,6,2,8,1,22,2
1044,33,Female,Single,Non-Travel,1,Life Sciences,Sales,Sales Representative,3,2,2,2,2,0,8,2
1045,45,Female,Married,Travel_Rarely,2,Life Sciences,Sales,Manager,26,9,3,1,1,3,11,4
1046,32,Female,Single,Non-Travel,4,Medical,Research & Development,Laboratory Technician,10,8,7,7,7,9,29,2
1047,34,Male,Divorced,Travel_Rarely,4,Marketing,Sales,Sales Executive,16,15,1,0,9,0,1,2
1048,59,Male,Married,Travel_Rarely,2,Technical Degree,Sales,Manager,14,6,4,0,4,3,1,1
1049,45,Male,Single,Travel_Rarely,4,Medical,Human Resources,Human Resources,6,6,3,0,4,1,24,3
1050,53,Female,Married,Travel_Frequently,3,Marketing,Sales,Sales Executive,30,15,7,6,12,2,2,2
1052,36,Male,Divorced,Travel_Rarely,3,Other,Research & Development,Laboratory Technician,9,1,0,0,0,7,15,3
1053,26,Male,Married,Travel_Frequently,3,Life Sciences,Research & Development,Research Scientist,6,3,2,1,2,6,2,2
1055,34,Female,Married,Travel_Rarely,4,Life Sciences,Sales,Sales Representative,1,1,1,0,0,1,10,2
1056,28,Male,Married,Travel_Rarely,1,Medical,Sales,Sales Representative,1,1,0,0,0,1,10,5
1060,38,Male,Married,Travel_Frequently,4,Other,Research & Development,Research Scientist,8,2,2,2,2,3,3,2
1061,50,Male,Married,Travel_Rarely,4,Medical,Research & Development,Research Director,29,8,1,7,7,2,2,2
1062,37,Female,Single,Travel_Rarely,3,Other,Research & Development,Healthcare Representative,8,4,3,0,1,3,3,3
1066,40,Male,Married,Travel_Rarely,3,Marketing,Sales,Sales Executive,8,7,7,7,5,1,26,3
1068,26,Female,Divorced,Travel_Frequently,1,Medical,Research & Development,Research Scientist,5,5,3,1,3,1,1,5
1069,46,Male,Divorced,Travel_Rarely,4,Medical,Research & Development,Research Director,23,2,2,2,2,9,1,0
1070,54,Female,Married,Travel_Rarely,4,Life Sciences,Sales,Sales Executive,13,9,4,7,0,6,2,4
1071,56,Female,Married,Travel_Frequently,3,Medical,Research & Development,Research Scientist,18,5,4,0,3,2,9,4
1073,36,Female,Single,Travel_Rarely,5,Medical,Research & Development,Manufacturing Director,15,14,8,7,8,0,12,2
1074,55,Male,Single,Non-Travel,1,Medical,Research & Development,Manager,31,9,7,6,2,7,2,3
1076,43,Male,Divorced,Travel_Rarely,3,Medical,Sales,Sales Executive,18,1,0,0,0,5,25,5
1077,20,Female,Single,Travel_Frequently,3,Marketing,Sales,Sales Representative,2,2,2,0,2,1,9,3
1079,21,Female,Single,Travel_Rarely,3,Life Sciences,Research & Development,Laboratory Technician,1,1,0,1,0,1,10,6
1080,46,Female,Divorced,Travel_Rarely,4,Life Sciences,Research & Development,Research Scientist,19,16,13,1,7,8,8,2
1081,51,Male,Married,Travel_Rarely,4,Life Sciences,Research & Development,Research Scientist,18,10,0,2,7,9,4,2
1082,28,Male,Single,Non-Travel,2,Technical Degree,Research & Development,Healthcare Representative,10,10,7,1,9,1,24,2
1083,26,Male,Married,Travel_Rarely,2,Medical,Research & Development,Laboratory Technician,6,5,3,1,3,1,1,2
1084,30,Male,Married,Travel_Rarely,3,Other,Research & Development,Manufacturing Director,7,6,2,0,2,0,20,1
1085,41,Female,Married,Travel_Rarely,2,Technical Degree,Research & Development,Research Scientist,10,10,6,0,8,1,7,3
1088,38,Female,Married,Travel_Rarely,1,Life Sciences,Research & Development,Healthcare Representative,20,19,9,1,9,0,17,4
1092,40,Male,Married,Travel_Rarely,4,Technical Degree,Research & Development,Healthcare Representative,14,11,10,11,1,4,20,6
1094,27,Male,Married,Non-Travel,5,Life Sciences,Research & Development,Laboratory Technician,3,3,2,1,2,1,8,4
1096,55,Male,Married,Travel_Frequently,1,Life Sciences,Research & Development,Manufacturing Director,23,3,2,1,2,3,2,4
1097,28,Female,Single,Travel_Rarely,3,Other,Research & Development,Research Scientist,10,8,7,1,7,3,10,4
1098,44,Male,Married,Travel_Rarely,2,Medical,Human Resources,Human Resources,24,20,6,3,6,9,1,1
1099,33,Male,Divorced,Travel_Rarely,3,Life Sciences,Research & Development,Healthcare Representative,9,3,2,1,2,4,5,2
1100,35,Male,Single,Travel_Rarely,3,Technical Degree,Sales,Sales Executive,9,8,7,4,7,0,4,2
1101,33,Female,Single,Travel_Frequently,4,Medical,Research & Development,Research Scientist,14,13,7,3,8,1,29,4
1102,28,Male,Divorced,Travel_Rarely,2,Life Sciences,Research & Development,Laboratory Technician,4,4,2,2,2,1,15,5
1103,34,Male,Single,Travel_Frequently,1,Life Sciences,Research & Development,Healthcare Representative,7,6,2,0,4,0,3,1
1105,37,Female,Divorced,Travel_Rarely,4,Life Sciences,Sales,Sales Executive,8,1,0,0,0,2,10,5
1106,25,Male,Married,Travel_Rarely,1,Technical Degree,Research & Development,Laboratory Technician,7,7,7,5,6,1,4,3
1107,26,Male,Divorced,Travel_Rarely,3,Medical,Research & Development,Laboratory Technician,1,1,1,0,0,1,21,0
1108,33,Male,Single,Travel_Rarely,3,Medical,Research & Development,Research Scientist,5,2,2,2,2,4,25,0
1109,42,Male,Married,Travel_Rarely,2,Medical,Research & Development,Manager,23,22,6,13,7,0,2,3
1111,28,Male,Divorced,Travel_Frequently,3,Medical,Research & Development,Laboratory Technician,1,1,0,0,0,1,1,2
1113,50,Male,Single,Travel_Frequently,4,Other,Sales,Sales Executive,5,0,0,0,0,3,1,4
1114,33,Female,Married,Travel_Frequently,3,Life Sciences,Sales,Sales Executive,4,3,2,0,2,0,7,3
1115,34,Male,Married,Non-Travel,4,Life Sciences,Research & Development,Research Scientist,6,0,0,0,0,3,3,2
1116,48,Male,Single,Non-Travel,4,Medical,Research & Development,Manager,27,5,4,2,1,2,1,3
1117,45,Female,Married,Non-Travel,4,Life Sciences,Sales,Sales Executive,15,15,10,4,12,1,9,2
1118,52,Male,Single,Travel_Rarely,4,Life Sciences,Research & Development,Healthcare Representative,18,8,6,4,0,7,7,4
1119,38,Male,Divorced,Travel_Rarely,4,Marketing,Sales,Sales Executive,9,8,7,2,7,0,10,2
1120,29,Female,Divorced,Travel_Rarely,4,Life Sciences,Research & Development,Research Scientist,11,7,5,1,7,4,28,1
1121,28,Female,Divorced,Travel_Rarely,3,Medical,Research & Development,Manufacturing Director,10,9,7,1,7,0,3,3
1124,46,Male,Married,Travel_Rarely,1,Marketing,Sales,Manager,23,12,9,4,9,3,3,3
1125,38,Male,Single,Travel_Rarely,2,Marketing,Sales,Sales Executive,10,1,0,0,0,7,2,2
1126,43,Female,Married,Travel_Frequently,3,Life Sciences,Research & Development,Manufacturing Director,18,8,7,0,1,8,27,1
1127,39,Male,Divorced,Travel_Frequently,3,Life Sciences,Research & Development,Healthcare Representative,21,18,7,11,5,7,2,4
1128,40,Male,Single,Travel_Rarely,3,Medical,Research & Development,Research Director,21,20,7,4,9,1,14,2
1131,21,Female,Single,Travel_Rarely,1,Technical Degree,Research & Development,Research Scientist,2,2,2,2,2,1,1,6
1132,39,Male,Single,Non-Travel,3,Life Sciences,Research & Development,Laboratory Technician,9,5,4,0,3,9,9,2
1133,36,Male,Single,Non-Travel,4,Life Sciences,Research & Development,Manufacturing Director,18,11,9,0,9,2,18,0
1135,31,Male,Married,Travel_Frequently,3,Life Sciences,Sales,Sales Representative,3,2,2,2,2,0,20,4
1136,28,Male,Married,Travel_Rarely,1,Life Sciences,Research & Development,Research Scientist,6,5,3,0,4,0,2,2
1137,35,Male,Divorced,Travel_Frequently,2,Marketing,Sales,Sales Executive,5,5,2,0,2,1,11,3
1138,49,Male,Married,Travel_Rarely,4,Technical Degree,Sales,Sales Executive,22,9,8,2,3,6,8,3
1140,34,Male,Single,Travel_Frequently,2,Life Sciences,Research & Development,Manufacturing Director,5,3,2,0,2,2,2,3
1143,29,Female,Divorced,Travel_Frequently,3,Life Sciences,Research & Development,Research Scientist,8,7,5,1,1,0,10,2
1148,42,Male,Single,Travel_Rarely,3,Medical,Research & Development,Laboratory Technician,16,1,0,0,0,4,29,3
1150,29,Male,Married,Travel_Rarely,1,Medical,Research & Development,Manufacturing Director,10,10,7,1,2,1,8,2
1152,38,Male,Married,Travel_Rarely,3,Human Resources,Human Resources,Human Resources,7,7,6,5,0,1,1,2
1154,28,Male,Divorced,Travel_Frequently,3,Life Sciences,Research & Development,Research Scientist,3,3,1,0,2,1,6,2
1156,18,Male,Single,Non-Travel,1,Medical,Research & Development,Laboratory Technician,0,0,0,0,0,1,8,0
1157,33,Female,Single,Travel_Rarely,4,Marketing,Sales,Sales Executive,6,5,2,0,3,0,9,3
1158,41,Male,Married,Travel_Rarely,4,Life Sciences,Research & Development,Laboratory Technician,6,1,0,0,0,3,12,4
1160,31,Male,Married,Travel_Frequently,3,Medical,Research & Development,Laboratory Technician,2,2,2,2,2,1,15,5
1161,37,Female,Divorced,Travel_Rarely,2,Medical,Research & Development,Healthcare Representative,9,6,2,1,3,7,25,2
1162,27,Male,Married,Travel_Rarely,3,Life Sciences,Research & Development,Research Scientist,4,4,2,2,2,1,6,0
1163,34,Female,Married,Travel_Rarely,1,Life Sciences,Sales,Sales Executive,6,6,5,1,3,1,9,3
1164,35,Male,Single,Travel_Rarely,4,Technical Degree,Human Resources,Human Resources,6,5,4,1,4,1,8,2
1165,29,Female,Married,Travel_Rarely,1,Life Sciences,Sales,Sales Executive,11,11,8,3,10,1,23,3
1166,40,Female,Single,Travel_Frequently,4,Medical,Research & Development,Research Director,20,18,7,2,13,9,9,3
1167,42,Male,Single,Travel_Frequently,3,Life Sciences,Sales,Sales Executive,22,21,9,13,14,0,12,2
1171,42,Male,Single,Travel_Rarely,4,Marketing,Sales,Sales Executive,9,6,4,1,5,7,4,3
1172,35,Male,Married,Travel_Rarely,4,Medical,Research & Development,Laboratory Technician,10,8,0,1,7,6,1,2
1173,24,Male,Single,Travel_Rarely,3,Medical,Research & Development,Laboratory Technician,6,4,3,1,2,8,24,2
1175,28,Female,Married,Travel_Rarely,1,Life Sciences,Research & Development,Laboratory Technician,1,1,1,0,0,1,12,4
1177,26,Male,Married,Travel_Rarely,4,Medical,Research & Development,Laboratory Technician,8,8,7,0,7,1,3,2
1179,30,Male,Married,Travel_Rarely,3,Marketing,Sales,Sales Executive,10,10,3,1,4,1,10,3
1180,40,Female,Married,Travel_Frequently,2,Medical,Research & Development,Research Scientist,16,1,1,0,0,3,26,3
1182,35,Male,Divorced,Travel_Rarely,3,Life Sciences,Research & Development,Manufacturing Director,15,7,7,6,4,2,2,2
1184,34,Male,Single,Travel_Frequently,3,Medical,Research & Development,Healthcare Representative,14,13,9,4,9,0,1,3
1185,35,Male,Married,Travel_Frequently,4,Other,Research & Development,Laboratory Technician,2,2,2,2,2,1,4,2
1188,43,Female,Single,Travel_Rarely,3,Marketing,Sales,Sales Executive,7,4,3,1,3,8,9,2
1190,32,Female,Divorced,Non-Travel,1,Life Sciences,Sales,Sales Representative,1,1,0,0,0,1,2,3
1191,56,Female,Divorced,Travel_Rarely,4,Technical Degree,Research & Development,Manager,28,5,2,4,2,4,4,2
1192,29,Female,Married,Travel_Rarely,1,Medical,Research & Development,Laboratory Technician,10,10,8,0,8,1,6,5
1193,19,Male,Single,Travel_Rarely,2,Life Sciences,Research & Development,Research Scientist,1,1,1,0,0,1,9,4
1195,45,Female,Married,Travel_Rarely,3,Medical,Research & Development,Research Scientist,7,3,2,0,2,4,7,2
1196,37,Female,Married,Travel_Rarely,3,Life Sciences,Research & Development,Manufacturing Director,14,14,8,3,11,1,1,2
1198,20,Male,Single,Travel_Rarely,3,Life Sciences,Research & Development,Laboratory Technician,2,2,2,1,2,1,3,2
1200,44,Male,Single,Travel_Rarely,4,Life Sciences,Research & Development,Research Scientist,6,6,4,0,2,1,10,4
1201,53,Female,Divorced,Travel_Rarely,2,Medical,Research & Development,Manager,26,7,7,4,7,3,7,6
1202,29,Female,Married,Travel_Rarely,1,Life Sciences,Research & Development,Research Scientist,6,5,4,1,3,0,15,2
1203,22,Male,Married,Travel_Frequently,4,Life Sciences,Research & Development,Research Scientist,1,0,0,0,0,0,3,5
1204,46,Female,Married,Travel_Rarely,3,Marketing,Sales,Manager,28,26,15,15,9,8,2,2
1206,44,Male,Single,Non-Travel,3,Life Sciences,Research & Development,Research Scientist,6,0,0,0,0,2,17,3
1207,33,Male,Married,Travel_Rarely,3,Human Resources,Human Resources,Human Resources,5,5,4,1,4,1,2,2
1210,41,Male,Divorced,Non-Travel,2,Life Sciences,Research & Development,Research Scientist,5,1,0,0,0,6,5,2
1211,30,Male,Divorced,Travel_Rarely,4,Life Sciences,Sales,Sales Executive,8,4,3,0,3,8,29,3
1212,40,Male,Married,Travel_Frequently,4,Medical,Sales,Sales Executive,5,0,0,0,0,5,2,2
1215,50,Female,Married,Travel_Frequently,3,Medical,Research & Development,Manager,32,2,2,2,2,2,2,3
1216,28,Male,Married,Travel_Rarely,4,Medical,Research & Development,Laboratory Technician,6,6,5,3,3,1,19,2
1217,46,Male,Married,Travel_Rarely,2,Life Sciences,Research & Development,Research Director,25,4,2,0,3,5,15,2
1218,35,Male,Married,Travel_Rarely,4,Life Sciences,Sales,Sales Executive,15,7,7,1,7,3,17,2
1219,24,Female,Married,Travel_Rarely,2,Life Sciences,Research & Development,Laboratory Technician,1,1,0,0,0,1,17,3
1220,33,Female,Married,Travel_Frequently,3,Medical,Sales,Sales Executive,10,10,7,0,1,1,25,3
1221,36,Male,Divorced,Travel_Rarely,4,Life Sciences,Research & Development,Laboratory Technician,7,7,7,1,7,1,6,4
1224,30,Male,Divorced,Travel_Rarely,4,Life Sciences,Research & Development,Laboratory Technician,10,10,7,8,9,1,7,4
1225,44,Male,Single,Travel_Rarely,4,Other,Research & Development,Research Scientist,20,20,11,13,17,1,29,3
1226,20,Male,Single,Travel_Rarely,3,Marketing,Sales,Sales Representative,2,2,1,2,2,1,21,2
1228,46,Male,Divorced,Travel_Rarely,4,Technical Degree,Research & Development,Manufacturing Director,12,6,3,1,4,2,2,3
1231,42,Male,Married,Non-Travel,5,Medical,Human Resources,Human Resources,10,4,3,0,3,7,2,3
1233,60,Male,Divorced,Travel_Rarely,4,Marketing,Sales,Sales Executive,12,11,7,1,9,0,7,3
1234,32,Female,Married,Travel_Frequently,3,Other,Research & Development,Laboratory Technician,2,2,2,2,2,1,13,2
1235,32,Female,Single,Travel_Frequently,2,Life Sciences,Research & Development,Research Scientist,10,8,7,0,7,4,2,2
1237,36,Female,Divorced,Travel_Rarely,3,Technical Degree,Research & Development,Manufacturing Director,17,7,7,7,7,2,1,2
1238,33,Male,Married,Travel_Rarely,3,Medical,Research & Development,Research Scientist,15,14,10,4,10,0,9,5
1239,40,Female,Divorced,Travel_Rarely,3,Technical Degree,Sales,Sales Executive,7,5,1,1,3,7,10,2
1240,25,Male,Single,Travel_Rarely,4,Life Sciences,Sales,Sales Executive,5,4,3,1,1,0,10,4
1241,30,Male,Married,Travel_Rarely,3,Medical,Research & Development,Research Scientist,12,11,9,5,7,0,1,2
1242,42,Female,Married,Travel_Frequently,5,Medical,Research & Development,Research Director,20,1,0,0,0,3,26,6
1243,35,Female,Married,Non-Travel,2,Marketing,Sales,Sales Executive,16,13,2,4,12,4,8,6
1244,27,Male,Married,Travel_Rarely,3,Life Sciences,Research & Development,Research Scientist,9,9,7,6,8,1,14,3
1245,54,Female,Divorced,Travel_Frequently,4,Life Sciences,Research & Development,Manufacturing Director,33,5,4,1,4,7,1,2
1246,44,Female,Married,Travel_Rarely,1,Life Sciences,Research & Development,Research Scientist,10,10,5,7,7,1,2,5
1248,19,Female,Single,Non-Travel,3,Medical,Research & Development,Research Scientist,1,1,1,0,0,1,10,2
1249,29,Female,Divorced,Travel_Rarely,3,Life Sciences,Research & Development,Research Scientist,3,3,2,1,2,1,1,5
1250,54,Male,Married,Travel_Rarely,3,Life Sciences,Research & Development,Research Director,36,10,9,0,9,3,3,2
1251,31,Male,Married,Travel_Rarely,2,Medical,Research & Development,Healthcare Representative,6,6,5,0,1,1,11,2
1252,31,Female,Single,Travel_Rarely,3,Medical,Research & Development,Healthcare Representative,10,10,9,1,8,1,24,2
1254,59,Female,Single,Travel_Rarely,3,Life Sciences,Sales,Sales Executive,13,6,1,0,5,5,3,2
1255,43,Male,Married,Travel_Rarely,3,Life Sciences,Research & Development,Research Director,25,8,7,0,7,3,3,2
1256,49,Male,Married,Travel_Rarely,2,Medical,Research & Development,Manager,23,1,0,0,0,2,4,2
1257,36,Male,Married,Travel_Frequently,3,Technical Degree,Research & Development,Research Scientist,12,11,10,0,7,1,3,2
1258,48,Male,Single,Travel_Rarely,2,Technical Degree,Research & Development,Laboratory Technician,7,1,0,0,0,5,2,4
1259,27,Male,Divorced,Travel_Rarely,2,Life Sciences,Research & Development,Research Scientist,5,5,3,0,3,1,4,2
1260,29,Male,Divorced,Travel_Rarely,3,Life Sciences,Research & Development,Healthcare Representative,6,6,0,1,0,1,7,2
1263,48,Male,Single,Travel_Rarely,3,Life Sciences,Research & Development,Research Director,25,1,0,0,0,6,1,3
1264,29,Female,Divorced,Travel_Rarely,3,Life Sciences,Research & Development,Research Director,9,7,7,1,7,3,1,2
1265,34,Female,Married,Travel_Rarely,3,Technical Degree,Research & Development,Research Scientist,2,1,0,0,0,0,20,5
1267,44,Male,Married,Travel_Rarely,3,Marketing,Sales,Manager,26,22,9,3,10,7,5,5
1268,33,Male,Divorced,Travel_Rarely,5,Marketing,Sales,Sales Executive,10,9,8,0,8,0,10,3
1269,19,Female,Single,Travel_Rarely,3,Life Sciences,Research & Development,Research Scientist,1,1,0,0,1,1,25,2
1270,23,Male,Married,Travel_Rarely,2,Life Sciences,Research & Development,Research Scientist,1,1,0,0,1,1,1,2
1273,25,Male,Single,Travel_Frequently,1,Life Sciences,Sales,Sales Representative,1,1,0,1,0,1,24,4
1275,26,Male,Single,Travel_Rarely,2,Life Sciences,Research & Development,Research Scientist,8,8,5,2,2,1,4,2
1277,45,Female,Single,Travel_Rarely,3,Marketing,Sales,Manager,26,24,10,1,11,2,2,2
1278,55,Male,Divorced,Non-Travel,1,Medical,Research & Development,Healthcare Representative,34,33,9,15,0,1,8,3
1279,21,Female,Single,Travel_Frequently,2,Life Sciences,Research & Development,Laboratory Technician,2,2,2,2,2,1,10,2
1280,46,Female,Married,Travel_Rarely,2,Marketing,Sales,Manager,26,11,4,0,8,2,4,2
1281,34,Female,Single,Travel_Rarely,3,Marketing,Sales,Sales Executive,4,3,2,0,2,0,2,3
1282,51,Male,Divorced,Travel_Frequently,3,Life Sciences,Sales,Manager,31,29,10,11,10,4,9,5
1283,59,Male,Single,Travel_Rarely,4,Medical,Research & Development,Manufacturing Director,25,9,7,5,4,6,18,6
1285,34,Female,Divorced,Travel_Frequently,3,Medical,Research & Development,Laboratory Technician,15,11,8,5,10,4,19,2
1286,28,Male,Single,Travel_Frequently,4,Medical,Research & Development,Laboratory Technician,5,4,2,0,2,0,1,2
1288,44,Male,Divorced,Travel_Rarely,2,Life Sciences,Research & Development,Manager,26,25,9,14,13,1,4,4
1289,34,Male,Married,Travel_Frequently,3,Life Sciences,Human Resources,Human Resources,14,10,9,1,8,4,11,5
1291,35,Male,Married,Travel_Rarely,1,Life Sciences,Research & Development,Research Scientist,4,3,2,2,2,0,6,3
1292,42,Female,Married,Travel_Rarely,4,Medical,Research & Development,Research Scientist,18,1,0,0,0,6,7,2
1293,43,Female,Single,Travel_Rarely,4,Marketing,Sales,Sales Executive,23,21,7,15,17,3,4,3
1294,36,Female,Single,Travel_Rarely,4,Life Sciences,Research & Development,Manufacturing Director,18,16,14,5,12,9,2,2
1295,44,Female,Married,Travel_Rarely,3,Medical,Research & Development,Healthcare Representative,10,10,7,0,5,1,15,2
1296,28,Male,Married,Travel_Frequently,3,Life Sciences,Research & Development,Laboratory Technician,2,2,2,2,2,1,2,2
1297,51,Female,Single,Travel_Frequently,2,Medical,Research & Development,Laboratory Technician,8,7,0,7,7,0,6,6
1298,30,Female,Single,Non-Travel,2,Medical,Research & Development,Manufacturing Director,10,8,4,1,7,7,9,3
1299,29,Female,Divorced,Travel_Rarely,3,Technical Degree,Research & Development,Laboratory Technician,10,7,7,7,7,3,7,2
1301,28,Male,Single,Travel_Rarely,3,Technical Degree,Research & Development,Research Scientist,5,3,2,1,2,2,1,2
1303,25,Female,Single,Travel_Rarely,3,Medical,Research & Development,Research Scientist,2,2,2,2,1,1,1,3
1304,32,Male,Married,Travel_Rarely,3,Medical,Sales,Sales Executive,10,10,7,0,8,1,8,4
1306,45,Female,Single,Travel_Frequently,3,Medical,Research & Development,Manager,22,0,0,0,0,3,25,4
1307,39,Female,Divorced,Travel_Rarely,4,Medical,Research & Development,Manager,21,19,9,15,2,6,13,4
1308,58,Male,Divorced,Travel_Rarely,4,Life Sciences,Research & Development,Research Scientist,2,2,2,2,2,1,23,3
1309,32,Male,Married,Travel_Rarely,2,Life Sciences,Research & Development,Laboratory Technician,10,10,4,1,1,1,7,3
1310,39,Male,Single,Travel_Rarely,3,Medical,Research & Development,Research Scientist,6,5,2,0,3,0,23,2
1311,30,Female,Married,Travel_Rarely,3,Technical Degree,Research & Development,Laboratory Technician,10,9,2,6,7,0,6,6
1312,36,Female,Married,Travel_Rarely,4,Technical Degree,Research & Development,Healthcare Representative,10,7,7,1,7,3,10,0
1314,46,Female,Single,Travel_Rarely,2,Life Sciences,Human Resources,Human Resources,10,7,6,5,7,6,1,3
1315,28,Female,Married,Non-Travel,3,Life Sciences,Research & Development,Laboratory Technician,10,9,8,7,5,0,1,6
1317,50,Female,Married,Travel_Rarely,3,Life Sciences,Research & Development,Research Director,25,3,2,1,2,4,28,2
1318,40,Male,Single,Travel_Rarely,4,Marketing,Sales,Sales Executive,9,5,4,1,0,2,25,2
1319,52,Male,Single,Travel_Rarely,3,Life Sciences,Sales,Sales Executive,10,8,7,7,7,9,5,2
1321,30,Female,Married,Travel_Rarely,4,Medical,Research & Development,Manager,9,9,1,0,8,1,17,2
1322,39,Male,Single,Travel_Rarely,2,Life Sciences,Research & Development,Manufacturing Director,9,8,7,1,7,0,18,6
1324,31,Female,Divorced,Non-Travel,4,Life Sciences,Sales,Sales Executive,10,10,8,9,6,1,2,5
1329,41,Male,Single,Non-Travel,2,Medical,Sales,Sales Executive,19,19,2,11,9,1,10,4
1331,31,Female,Single,Travel_Frequently,3,Life Sciences,Sales,Sales Representative,3,3,2,2,2,1,1,2
1333,44,Male,Married,Travel_Rarely,3,Life Sciences,Research & Development,Laboratory Technician,10,3,2,1,2,4,3,4
1334,42,Male,Married,Non-Travel,1,Life Sciences,Research & Development,Manager,21,20,8,2,10,0,2,3
1336,55,Female,Married,Travel_Rarely,2,Medical,Research & Development,Manager,23,19,9,9,11,4,2,5
1338,56,Male,Single,Travel_Rarely,4,Life Sciences,Human Resources,Manager,36,7,3,7,7,6,8,4
1340,40,Male,Divorced,Non-Travel,2,Life Sciences,Research & Development,Research Scientist,6,4,2,0,0,9,16,0
1344,34,Male,Divorced,Travel_Rarely,3,Life Sciences,Research & Development,Healthcare Representative,10,9,7,1,6,0,9,0
1346,40,Male,Single,Travel_Rarely,3,Life Sciences,Research & Development,Research Scientist,9,9,8,8,8,1,2,4
1349,41,Female,Divorced,Travel_Frequently,3,Marketing,Sales,Sales Executive,10,9,3,1,7,0,1,2
1350,35,Male,Single,Travel_Frequently,4,Life Sciences,Research & Development,Research Scientist,9,9,6,1,1,1,4,3
1352,51,Male,Divorced,Travel_Rarely,3,Life Sciences,Human Resources,Manager,33,33,9,0,10,1,5,2
1355,38,Female,Divorced,Travel_Rarely,2,Life Sciences,Sales,Sales Executive,11,7,7,1,7,3,2,3
1356,34,Female,Single,Travel_Rarely,2,Medical,Sales,Sales Executive,10,10,8,9,6,1,15,6
1358,25,Male,Married,Travel_Rarely,1,Medical,Research & Development,Laboratory Technician,7,3,2,1,2,3,19,6
1360,58,Female,Married,Travel_Rarely,4,Medical,Research & Development,Manufacturing Director,31,10,9,5,9,7,7,0
1361,40,Male,Married,Travel_Rarely,4,Life Sciences,Research & Development,Laboratory Technician,7,4,2,0,3,3,1,3
1362,36,Female,Married,Travel_Frequently,3,Marketing,Sales,Sales Executive,17,15,7,6,13,2,7,2
1363,48,Male,Single,Travel_Rarely,3,Life Sciences,Research & Development,Manufacturing Director,11,10,9,0,8,1,4,2
1364,27,Female,Married,Travel_Rarely,3,Medical,Sales,Sales Representative,5,1,0,0,0,8,11,4
1367,51,Female,Single,Travel_Rarely,2,Technical Degree,Research & Development,Manufacturing Director,29,5,2,0,3,3,11,1
1368,18,Female,Single,Non-Travel,3,Life Sciences,Research & Development,Laboratory Technician,0,0,0,0,0,1,1,5
1369,35,Female,Married,Travel_Rarely,3,Medical,Research & Development,Laboratory Technician,10,9,7,0,0,0,1,0
1371,27,Male,Single,Travel_Frequently,1,Life Sciences,Sales,Sales Executive,8,6,2,0,0,3,2,3
1372,55,Male,Single,Travel_Rarely,4,Marketing,Sales,Sales Executive,24,19,7,3,8,6,13,2
1373,56,Male,Married,Travel_Rarely,3,Life Sciences,Research & Development,Manufacturing Director,33,19,16,15,9,4,23,0
1374,34,Female,Divorced,Non-Travel,1,Technical Degree,Research & Development,Research Scientist,5,5,4,0,0,1,26,2
1375,40,Female,Divorced,Travel_Rarely,1,Medical,Research & Development,Healthcare Representative,15,12,11,11,8,5,2,0
1377,34,Male,Married,Travel_Rarely,3,Medical,Research & Development,Laboratory Technician,10,8,7,7,7,4,29,1
1379,31,Female,Single,Travel_Frequently,3,Life Sciences,Sales,Sales Representative,3,1,0,0,0,7,2,3
1380,35,Female,Married,Travel_Frequently,4,Marketing,Sales,Sales Executive,5,4,2,3,2,0,18,0
1382,38,Male,Divorced,Travel_Frequently,3,Life Sciences,Research & Development,Research Scientist,4,4,2,0,3,1,7,2
1383,34,Female,Single,Travel_Rarely,4,Technical Degree,Research & Development,Healthcare Representative,14,14,11,4,11,1,2,2
1387,28,Male,Married,Travel_Rarely,3,Life Sciences,Sales,Sales Executive,5,5,3,0,4,1,26,0
1389,31,Male,Married,Travel_Rarely,4,Medical,Research & Development,Manufacturing Director,10,10,2,6,7,1,22,3
1390,39,Male,Married,Travel_Rarely,4,Life Sciences,Sales,Sales Executive,8,5,4,1,4,3,21,2
