EmployeeNumber,EmployeeCount,Age,Gender,MaritalStatus,Over18,Department,JobRole,JobLevel,JobInvolvement,JobSatisfaction,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,NumCompaniesWorked,MonthlyIncome,MonthlyRate,HourlyRate,DailyRate,PercentSalaryHike,StockOptionLevel,OverTime,PerformanceRating,EnvironmentSatisfaction,WorkLifeBalance,RelationshipSatisfaction,Education,EducationField,TrainingTimesLastYear,DistanceFromHome,BusinessTravel,StandardHours,Attrition
1534,1,40,Male,Single,Y,Research & Development,Laboratory Technician,1,3,1,15,5,4,1,0,3,2018,21831,86,676,14,0,No,3,4,1,2,4,Life Sciences,3,9,Travel_Rarely,80,Yes
1535,1,34,Male,Married,Y,Sales,Sales Executive,3,2,3,10,10,9,8,6,1,7083,12288,64,971,14,0,Yes,3,4,3,4,3,Technical Degree,3,1,Travel_Rarely,80,No
1537,1,31,Female,Single,Y,Research & Development,Research Scientist,1,3,3,7,7,2,7,7,1,4084,4156,33,561,12,0,No,3,4,1,1,3,Life Sciences,2,3,Travel_Frequently,80,Yes
1539,1,50,Male,Single,Y,Research & Development,Research Director,4,1,4,32,32,6,13,9,1,14411,24450,88,333,13,0,Yes,3,3,3,4,5,Medical,2,22,Travel_Frequently,80,No
1541,1,34,Male,Married,Y,Sales,Sales Representative,1,3,3,12,11,10,5,7,0,2308,4944,55,1440,25,1,Yes,4,2,3,2,2,Technical Degree,4,7,Travel_Rarely,80,No
1542,1,42,Male,Married,Y,Research & Development,Laboratory Technician,1,2,2,4,1,0,0,0,4,4841,24052,68,1210,14,1,No,3,3,3,2,3,Medical,3,2,Travel_Rarely,80,No
1543,1,37,Male,Married,Y,Research & Development,Research Scientist,2,3,4,10,10,8,3,7,1,4285,3031,47,674,17,0,No,3,1,3,1,3,Medical,2,13,Travel_Rarely,80,No
1544,1,29,Female,Married,Y,Research & Development,Healthcare Representative,2,1,1,9,7,7,0,7,3,9715,7288,39,441,13,1,No,3,3,3,3,1,Other,3,8,Travel_Rarely,80,No
1545,1,33,Male,Single,Y,Research & Development,Manufacturing Director,2,2,2,5,5,3,0,2,1,4320,24152,44,575,13,0,No,3,4,3,4,3,Life Sciences,2,25,Travel_Rarely,80,No
1546,1,45,Male,Married,Y,Research & Development,Research Scientist,1,3,4,8,5,4,0,3,4,2132,4585,97,950,20,1,No,4,4,3,4,3,Technical Degree,3,28,Travel_Rarely,80,No
1547,1,42,Male,Married,Y,Research & Development,Healthcare Representative,3,3,4,24,20,8,13,9,2,10124,18611,40,288,14,1,Yes,3,4,1,3,3,Life Sciences,3,2,Travel_Frequently,80,No
1548,1,40,Male,Married,Y,Sales,Sales Executive,2,3,1,9,8,4,7,1,0,5473,19345,47,1342,12,0,No,3,1,4,4,2,Medical,5,9,Travel_Rarely,80,No
1549,1,33,Male,Married,Y,Research & Development,Laboratory Technician,2,3,3,15,15,14,5,7,1,5207,22949,79,589,12,1,Yes,3,2,3,2,4,Life Sciences,3,28,Travel_Rarely,80,No
1550,1,40,Male,Single,Y,Human Resources,Manager,4,3,4,21,21,7,7,7,1,16437,17381,38,898,21,0,Yes,4,3,3,4,2,Medical,2,6,Travel_Rarely,80,No
1551,1,24,Male,Divorced,Y,Research & Development,Laboratory Technician,1,2,1,2,1,1,0,0,0,2296,10036,57,350,14,3,No,3,3,3,2,2,Technical Degree,3,21,Travel_Rarely,80,No
1552,1,40,Male,Divorced,Y,Research & Development,Healthcare Representative,2,3,4,8,2,2,2,2,3,4069,8841,72,1142,18,0,Yes,3,4,3,3,2,Life Sciences,2,8,Non-Travel,80,No
1553,1,45,Male,Divorced,Y,Research & Development,Healthcare Representative,3,3,2,10,10,8,7,7,1,7441,20933,66,538,12,3,No,3,1,3,1,4,Technical Degree,4,1,Travel_Rarely,80,No
1554,1,35,Female,Married,Y,Sales,Sales Representative,1,2,3,6,5,3,4,2,0,2430,26204,98,1402,23,2,No,4,2,3,1,4,Life Sciences,5,28,Travel_Rarely,80,No
1555,1,32,Female,Married,Y,Research & Development,Research Scientist,2,2,2,12,7,1,2,5,3,5878,15624,67,824,12,1,No,3,4,3,1,2,Life Sciences,2,5,Travel_Rarely,80,No
1556,1,36,Male,Single,Y,Sales,Sales Representative,1,3,4,7,3,2,1,2,3,2644,17001,70,1157,21,0,Yes,4,3,2,4,4,Life Sciences,3,2,Travel_Rarely,80,No
1557,1,48,Female,Divorced,Y,Sales,Sales Executive,2,3,3,18,8,7,7,7,8,6439,13693,96,492,14,1,No,3,3,3,3,4,Life Sciences,2,16,Travel_Rarely,80,No
1558,1,29,Male,Married,Y,Research & Development,Research Scientist,1,4,3,5,1,0,0,0,6,2451,22376,91,598,18,2,No,3,3,2,1,3,Life Sciences,2,9,Travel_Rarely,80,No
1560,1,33,Male,Married,Y,Sales,Sales Executive,2,3,1,8,2,2,2,2,2,6392,10589,46,1242,13,1,No,3,1,1,4,4,Life Sciences,6,8,Travel_Rarely,80,No
1562,1,30,Male,Married,Y,Sales,Sales Executive,2,2,1,10,10,8,6,7,1,9714,5323,64,740,11,1,No,3,2,3,4,3,Life Sciences,4,1,Travel_Rarely,80,Yes
1563,1,38,Male,Married,Y,Human Resources,Human Resources,2,3,3,10,6,3,1,2,3,6077,14814,71,888,11,0,No,3,3,3,3,4,Human Resources,2,10,Travel_Frequently,80,No
1564,1,35,Male,Single,Y,Research & Development,Laboratory Technician,1,2,1,3,3,0,1,2,1,2450,21731,68,992,19,0,No,3,4,3,2,3,Medical,3,1,Travel_Rarely,80,No
1568,1,30,Male,Married,Y,Sales,Sales Executive,3,3,2,9,4,2,1,3,3,9250,17799,33,1288,12,1,No,3,3,3,2,4,Technical Degree,3,29,Travel_Rarely,80,No
1569,1,35,Female,Divorced,Y,Research & Development,Laboratory Technician,1,3,1,1,1,0,0,0,1,2074,26619,69,104,12,1,Yes,3,1,3,4,3,Life Sciences,2,2,Travel_Rarely,80,Yes
1572,1,53,Female,Married,Y,Research & Development,Manufacturing Director,3,2,4,34,33,7,1,9,0,10169,14618,78,607,16,1,No,3,3,3,2,5,Technical Degree,4,2,Travel_Rarely,80,Yes
1573,1,38,Male,Married,Y,Research & Development,Manufacturing Director,2,3,2,7,5,2,1,4,4,4855,7653,81,903,11,2,No,3,3,3,1,3,Medical,2,2,Travel_Rarely,80,Yes
1574,1,32,Male,Married,Y,Research & Development,Research Scientist,2,3,1,9,6,5,1,2,4,4087,25174,62,1200,14,1,No,3,4,2,2,4,Technical Degree,3,1,Non-Travel,80,No
1576,1,48,Female,Married,Y,Research & Development,Research Scientist,1,3,1,10,8,2,7,6,8,2367,16530,65,1108,12,1,No,3,3,2,4,4,Other,3,15,Travel_Rarely,80,No
1577,1,34,Male,Single,Y,Research & Development,Research Scientist,1,3,4,1,1,0,0,0,1,2972,22061,35,479,13,0,No,3,1,1,3,4,Medical,4,7,Travel_Rarely,80,No
1578,1,55,Male,Married,Y,Sales,Manager,5,2,4,36,36,6,2,13,1,19586,23037,60,685,21,1,No,4,3,3,3,5,Marketing,3,26,Travel_Rarely,80,No
1580,1,34,Male,Married,Y,Research & Development,Research Scientist,2,3,4,9,2,2,2,1,9,5484,13008,45,1351,17,1,No,3,2,2,2,4,Life Sciences,3,1,Travel_Rarely,80,No
1581,1,26,Female,Married,Y,Research & Development,Research Scientist,1,3,4,1,1,0,0,0,1,2061,11133,89,474,21,0,No,4,1,3,1,3,Life Sciences,5,3,Travel_Rarely,80,No
1582,1,38,Male,Married,Y,Sales,Sales Executive,2,3,2,10,9,8,7,7,0,9924,12355,80,1245,11,1,No,3,3,3,4,3,Life Sciences,3,14,Travel_Rarely,80,No
1583,1,38,Female,Single,Y,Sales,Sales Executive,2,3,2,8,3,2,1,2,2,4198,16379,90,437,12,0,No,3,2,4,2,3,Life Sciences,5,16,Travel_Rarely,80,No
1585,1,36,Female,Single,Y,Sales,Sales Executive,2,3,3,15,1,0,0,0,6,6815,21447,73,884,13,0,No,3,2,3,1,4,Life Sciences,5,1,Travel_Rarely,80,No
1586,1,29,Male,Single,Y,Research & Development,Laboratory Technician,1,3,1,10,10,9,1,5,1,4723,16213,87,1370,18,0,Yes,3,2,3,4,1,Medical,3,3,Travel_Rarely,80,No
1587,1,35,Female,Single,Y,Research & Development,Healthcare Representative,2,3,3,10,5,2,0,4,3,6142,4223,51,670,16,0,Yes,3,1,3,3,4,Medical,4,10,Travel_Rarely,80,No
1588,1,39,Male,Married,Y,Sales,Sales Executive,3,4,3,11,7,6,7,6,2,8237,4658,38,1462,11,1,No,3,4,3,1,3,Medical,3,6,Travel_Rarely,80,No
1590,1,29,Male,Divorced,Y,Research & Development,Healthcare Representative,2,3,4,6,6,4,1,3,1,8853,24483,87,995,19,1,No,3,1,4,4,1,Life Sciences,0,2,Travel_Frequently,80,No
1591,1,50,Male,Married,Y,Sales,Manager,5,3,3,27,1,0,0,0,4,19331,19519,59,264,16,1,Yes,3,3,3,3,3,Marketing,2,9,Travel_Rarely,80,No
1592,1,23,Male,Married,Y,Research & Development,Research Scientist,1,4,3,4,2,2,2,2,2,2073,12826,45,977,16,1,No,3,4,3,4,3,Technical Degree,2,10,Travel_Rarely,80,No
1594,1,36,Male,Married,Y,Research & Development,Laboratory Technician,2,4,1,9,3,2,0,2,3,5562,19711,80,1302,13,1,Yes,3,1,3,4,4,Life Sciences,3,6,Travel_Frequently,80,No
1595,1,42,Male,Single,Y,Research & Development,Manager,5,2,4,24,1,0,0,1,8,19613,26362,93,1059,22,0,No,4,4,3,4,2,Other,2,9,Travel_Rarely,80,No
1596,1,35,Male,Married,Y,Research & Development,Laboratory Technician,2,4,3,10,10,9,6,8,1,3407,25348,46,750,17,2,No,3,2,2,4,3,Life Sciences,3,28,Travel_Rarely,80,No
1597,1,34,Male,Married,Y,Research & Development,Healthcare Representative,2,2,3,8,8,2,7,7,1,5063,15332,92,653,14,1,No,3,4,2,2,4,Technical Degree,3,10,Travel_Frequently,80,No
1598,1,40,Female,Married,Y,Sales,Sales Executive,2,3,1,5,5,4,1,2,1,4639,11262,84,118,15,1,No,3,4,3,3,2,Life Sciences,2,14,Travel_Rarely,80,No
1599,1,43,Male,Divorced,Y,Research & Development,Laboratory Technician,1,4,2,8,6,4,0,2,5,4876,5855,87,990,12,1,No,3,4,3,3,3,Technical Degree,0,27,Travel_Rarely,80,No
1601,1,35,Male,Married,Y,Research & Development,Laboratory Technician,1,2,4,1,1,0,0,1,1,2690,7713,63,1349,18,1,No,3,3,2,4,2,Life Sciences,5,7,Travel_Rarely,80,No
1602,1,46,Male,Single,Y,Sales,Manager,4,4,1,27,26,0,0,12,1,17567,3156,56,563,15,0,No,3,4,1,2,4,Life Sciences,5,1,Travel_Rarely,80,No
1604,1,28,Male,Married,Y,Research & Development,Laboratory Technician,1,3,2,1,1,1,0,0,1,2408,7324,51,329,17,3,Yes,3,3,3,3,3,Medical,3,24,Travel_Rarely,80,Yes
1605,1,22,Female,Married,Y,Research & Development,Research Scientist,1,2,3,4,4,2,1,3,1,2814,10293,85,457,14,0,Yes,3,2,2,2,2,Other,2,26,Non-Travel,80,No
1606,1,50,Male,Married,Y,Research & Development,Healthcare Representative,4,3,3,32,30,8,12,13,2,11245,20689,41,1234,15,1,Yes,3,2,3,3,5,Medical,3,20,Travel_Frequently,80,No
1607,1,32,Female,Married,Y,Research & Development,Research Scientist,1,4,4,6,3,2,0,2,3,3312,18783,35,634,17,2,No,3,2,3,4,4,Other,3,5,Travel_Rarely,80,No
1608,1,44,Female,Divorced,Y,Research & Development,Research Director,5,3,4,23,22,7,1,10,0,19049,3549,31,1313,14,1,Yes,3,2,2,4,3,Medical,4,7,Travel_Rarely,80,No
1609,1,30,Male,Married,Y,Research & Development,Research Scientist,1,2,2,6,6,4,1,1,1,2141,5348,48,241,12,1,No,3,2,2,2,3,Medical,3,7,Travel_Rarely,80,No
1611,1,45,Female,Single,Y,Research & Development,Laboratory Technician,2,1,1,10,10,7,1,4,1,5769,23447,50,1015,14,0,Yes,3,3,3,1,5,Medical,3,5,Travel_Rarely,80,No
1612,1,45,Male,Married,Y,Sales,Sales Executive,2,2,1,10,10,7,4,5,1,4385,24162,52,336,15,1,No,3,1,3,1,3,Marketing,2,26,Non-Travel,80,No
1613,1,31,Male,Single,Y,Sales,Sales Executive,2,3,1,10,5,2,0,3,7,5332,21602,54,715,13,0,No,3,4,3,4,4,Other,3,2,Travel_Frequently,80,No
1614,1,36,Female,Married,Y,Research & Development,Manufacturing Director,2,3,3,7,3,2,1,1,9,4663,12421,76,559,12,2,Yes,3,3,3,2,4,Life Sciences,2,12,Travel_Rarely,80,No
1615,1,34,Male,Divorced,Y,Research & Development,Manufacturing Director,2,4,4,9,9,7,7,2,1,4724,17000,42,426,13,1,No,3,3,3,1,4,Life Sciences,3,10,Travel_Frequently,80,No
1617,1,49,Female,Married,Y,Research & Development,Laboratory Technician,1,3,1,10,9,6,1,4,1,3211,22102,84,722,14,1,No,3,3,2,4,4,Life Sciences,3,25,Travel_Rarely,80,No
1618,1,39,Male,Married,Y,Research & Development,Manufacturing Director,2,3,1,10,7,7,7,7,2,5377,3835,76,1387,13,3,No,3,2,3,4,5,Medical,3,10,Travel_Rarely,80,No
1619,1,27,Male,Divorced,Y,Research & Development,Laboratory Technician,1,2,1,7,7,7,0,7,1,4066,16290,67,1302,11,2,No,3,4,3,1,3,Other,3,19,Travel_Rarely,80,No
1621,1,35,Male,Married,Y,Research & Development,Research Scientist,2,4,1,16,16,15,1,10,1,5208,26312,48,819,11,0,No,3,2,3,4,5,Life Sciences,2,18,Travel_Rarely,80,No
1622,1,28,Female,Divorced,Y,Research & Development,Manufacturing Director,2,1,1,6,5,3,0,0,0,4877,20460,39,580,21,1,No,4,2,2,2,3,Medical,5,27,Travel_Rarely,80,No
1623,1,21,Male,Single,Y,Research & Development,Research Scientist,1,3,4,3,2,2,2,2,1,3117,26009,97,546,18,0,No,3,3,3,3,1,Medical,2,5,Travel_Rarely,80,No
1624,1,18,Female,Single,Y,Sales,Sales Representative,1,3,4,0,0,0,0,0,1,1569,18420,70,544,12,0,Yes,3,2,4,3,2,Medical,2,3,Travel_Frequently,80,Yes
1625,1,47,Female,Married,Y,Human Resources,Manager,5,3,3,27,5,2,1,0,3,19658,5220,98,1176,11,1,No,3,4,3,3,4,Life Sciences,2,26,Travel_Rarely,80,No
1627,1,39,Male,Divorced,Y,Research & Development,Laboratory Technician,2,2,3,11,10,8,0,7,0,3069,10302,76,170,15,1,No,3,3,3,4,2,Medical,3,3,Travel_Rarely,80,No
1628,1,40,Female,Married,Y,Research & Development,Manufacturing Director,3,2,3,18,18,15,14,12,1,10435,25800,80,884,13,2,No,3,1,3,4,3,Life Sciences,2,15,Travel_Rarely,80,No
1630,1,35,Female,Married,Y,Research & Development,Healthcare Representative,2,3,3,15,14,11,2,9,1,4148,12250,52,208,12,1,No,3,3,3,4,4,Life Sciences,5,8,Non-Travel,80,No
1631,1,37,Male,Married,Y,Research & Development,Manufacturing Director,2,3,3,9,4,3,0,2,3,5768,26493,85,671,17,3,No,3,3,2,1,3,Life Sciences,2,19,Travel_Rarely,80,No
1633,1,39,Female,Single,Y,Research & Development,Manufacturing Director,2,3,3,10,9,2,3,8,0,5042,3140,81,711,13,0,No,3,1,1,4,3,Medical,2,4,Travel_Frequently,80,No
1635,1,45,Female,Divorced,Y,Research & Development,Manufacturing Director,2,2,4,10,10,7,3,9,1,5770,5388,59,1329,19,2,No,3,4,3,1,2,Other,3,2,Travel_Rarely,80,No
1638,1,38,Female,Married,Y,Research & Development,Manufacturing Director,3,2,3,10,5,4,0,2,3,7756,14199,54,397,19,1,Yes,3,4,4,4,2,Medical,6,2,Travel_Rarely,80,No
1639,1,35,Male,Married,Y,Sales,Sales Executive,3,2,1,15,13,12,6,0,9,10306,21530,55,737,17,0,No,3,4,3,3,3,Medical,3,10,Travel_Rarely,80,Yes
1640,1,37,Female,Married,Y,Research & Development,Research Scientist,1,3,2,8,8,4,7,7,1,3936,9953,71,1470,11,1,No,3,2,1,1,3,Medical,2,10,Travel_Rarely,80,No
1641,1,40,Female,Single,Y,Research & Development,Manufacturing Director,3,3,4,18,4,2,3,3,6,7945,19948,84,448,15,0,Yes,3,3,2,4,3,Life Sciences,2,16,Travel_Rarely,80,No
1642,1,44,Male,Married,Y,Human Resources,Human Resources,2,3,4,14,10,7,0,2,4,5743,10503,37,602,11,0,Yes,3,1,3,3,5,Human Resources,3,1,Travel_Frequently,80,No
1644,1,48,Male,Married,Y,Research & Development,Manager,4,2,4,23,2,2,2,2,2,15202,5602,89,365,25,1,No,4,3,3,2,5,Medical,3,4,Travel_Frequently,80,No
1645,1,35,Male,Divorced,Y,Sales,Sales Executive,2,1,4,7,2,2,2,2,6,5440,22098,59,763,14,2,Yes,3,1,2,4,2,Medical,2,15,Travel_Rarely,80,Yes
1646,1,24,Female,Single,Y,Research & Development,Research Scientist,1,3,4,6,6,3,1,3,1,3760,17218,32,567,13,0,Yes,3,1,3,3,1,Technical Degree,2,2,Travel_Frequently,80,No
1647,1,27,Female,Married,Y,Research & Development,Research Scientist,1,4,3,5,3,2,0,2,7,3517,22490,86,486,17,0,No,3,2,3,1,3,Medical,0,8,Travel_Rarely,80,No
1648,1,27,Male,Single,Y,Research & Development,Research Scientist,1,3,4,6,4,2,1,2,2,2580,6297,87,591,13,0,No,3,4,2,3,3,Medical,0,2,Travel_Frequently,80,No
1649,1,40,Male,Single,Y,Research & Development,Laboratory Technician,1,3,1,10,4,2,0,3,3,2166,3339,73,1329,14,0,Yes,3,1,1,2,3,Life Sciences,3,7,Travel_Rarely,80,Yes
1650,1,29,Male,Single,Y,Sales,Sales Executive,2,2,3,8,5,2,1,4,9,5869,23413,42,469,11,0,No,3,3,3,3,3,Medical,2,10,Travel_Rarely,80,No
1651,1,36,Female,Married,Y,Research & Development,Healthcare Representative,3,3,1,9,3,2,0,2,4,8008,22792,42,711,12,2,No,3,2,3,3,4,Life Sciences,6,5,Travel_Rarely,80,No
1653,1,25,Male,Divorced,Y,Research & Development,Manufacturing Director,2,4,3,7,7,7,0,7,1,5206,4973,77,772,17,2,No,3,4,3,3,1,Life Sciences,6,2,Travel_Frequently,80,No
1654,1,39,Male,Married,Y,Research & Development,Manufacturing Director,2,3,2,7,5,4,1,0,4,5295,7693,66,492,21,0,No,4,4,3,3,3,Medical,3,12,Travel_Rarely,80,No
1655,1,49,Female,Married,Y,Research & Development,Research Director,4,3,2,27,4,2,1,2,3,16413,3498,72,301,16,2,No,3,1,3,2,4,Other,2,22,Travel_Rarely,80,No
1656,1,50,Female,Divorced,Y,Research & Development,Research Director,3,2,1,19,14,11,1,11,5,13269,21981,50,813,15,3,No,3,4,3,3,5,Life Sciences,3,17,Travel_Rarely,80,No
1657,1,20,Female,Single,Y,Sales,Sales Representative,1,3,3,2,2,2,2,2,1,2783,13251,31,1141,19,0,No,3,3,3,1,3,Medical,3,2,Travel_Rarely,80,No
1658,1,34,Female,Divorced,Y,Research & Development,Research Scientist,2,3,2,11,11,8,7,9,1,5433,19332,66,1130,12,1,No,3,4,3,3,3,Life Sciences,2,3,Travel_Rarely,80,No
1659,1,36,Male,Single,Y,Research & Development,Laboratory Technician,1,3,2,15,4,3,1,3,2,2013,10950,77,311,11,0,No,3,1,3,3,3,Life Sciences,4,7,Travel_Rarely,80,No
1661,1,49,Female,Married,Y,Research & Development,Healthcare Representative,4,2,3,30,15,11,2,12,2,13966,11652,41,465,19,1,Yes,3,3,3,2,1,Life Sciences,3,6,Travel_Rarely,80,No
1662,1,36,Female,Married,Y,Research & Development,Manufacturing Director,2,2,3,4,3,2,1,2,0,4374,15411,33,894,15,0,No,3,4,3,3,4,Medical,6,1,Non-Travel,80,No
1664,1,36,Male,Divorced,Y,Research & Development,Healthcare Representative,2,4,1,13,5,4,0,4,6,6842,26308,79,1040,20,1,No,4,4,3,1,2,Life Sciences,3,3,Travel_Rarely,80,No
1665,1,54,Female,Married,Y,Research & Development,Manager,4,3,3,36,10,8,4,7,3,17426,18685,91,584,25,1,No,4,2,3,3,5,Medical,6,22,Travel_Rarely,80,No
1666,1,43,Male,Married,Y,Research & Development,Research Director,4,2,3,14,14,10,6,11,1,17603,3525,65,1291,24,1,No,4,3,3,1,2,Life Sciences,3,15,Travel_Rarely,80,No
1667,1,35,Male,Single,Y,Sales,Sales Executive,2,3,4,13,11,9,6,7,3,4581,10414,36,880,24,0,Yes,4,4,4,1,4,Other,2,12,Travel_Frequently,80,Yes
1668,1,38,Male,Married,Y,Research & Development,Research Scientist,2,3,4,19,13,11,2,9,7,4735,9867,90,1189,15,2,No,3,4,4,4,3,Life Sciences,4,1,Travel_Frequently,80,No
1669,1,29,Male,Divorced,Y,Sales,Sales Executive,2,2,2,10,10,0,0,9,1,4187,3356,43,991,13,1,Yes,3,1,2,2,3,Medical,3,5,Travel_Rarely,80,No
1670,1,33,Male,Divorced,Y,Sales,Sales Executive,2,3,4,6,6,2,0,4,1,5505,3921,93,392,14,2,No,3,4,3,3,4,Medical,5,2,Travel_Rarely,80,No
1671,1,32,Male,Divorced,Y,Research & Development,Research Scientist,2,3,2,10,9,5,1,6,0,5470,25518,45,977,13,2,No,3,4,2,3,3,Medical,4,2,Travel_Rarely,80,No
1673,1,31,Female,Married,Y,Sales,Sales Executive,2,3,4,10,10,0,0,2,1,5476,22589,67,1112,11,2,No,3,1,3,1,4,Life Sciences,2,5,Travel_Rarely,80,No
1674,1,49,Female,Divorced,Y,Research & Development,Laboratory Technician,1,3,1,17,2,2,2,2,4,2587,24941,74,464,16,1,Yes,3,4,2,2,3,Medical,2,16,Travel_Rarely,80,No
1675,1,38,Female,Single,Y,Research & Development,Laboratory Technician,1,2,2,4,4,3,3,3,1,2440,23826,42,148,22,0,No,4,4,3,2,3,Medical,3,2,Travel_Frequently,80,No
1676,1,47,Female,Divorced,Y,Sales,Manager,4,4,2,29,3,2,1,2,6,15972,21086,47,1225,14,3,No,3,2,3,3,4,Life Sciences,2,2,Travel_Rarely,80,No
1677,1,49,Male,Single,Y,Research & Development,Manager,4,3,3,23,8,7,0,0,4,15379,22384,36,809,14,0,No,3,3,3,1,3,Life Sciences,2,1,Travel_Rarely,80,No
1678,1,41,Male,Single,Y,Sales,Sales Executive,3,3,3,21,2,0,0,2,3,7082,11591,80,1206,16,0,Yes,3,4,3,4,2,Life Sciences,2,23,Travel_Rarely,80,No
1680,1,20,Male,Single,Y,Sales,Sales Representative,1,3,1,2,2,2,0,2,1,2728,21082,54,727,11,0,No,3,4,3,1,1,Life Sciences,3,9,Travel_Rarely,80,No
1681,1,33,Female,Divorced,Y,Sales,Sales Executive,2,3,4,7,6,5,1,2,1,5368,16130,36,530,25,1,Yes,4,3,3,3,3,Life Sciences,2,16,Non-Travel,80,No
1682,1,36,Male,Married,Y,Research & Development,Healthcare Representative,2,3,3,10,3,2,0,2,6,5347,7419,80,1351,14,2,No,3,1,2,2,4,Life Sciences,2,26,Travel_Rarely,80,No
1683,1,44,Female,Divorced,Y,Human Resources,Human Resources,1,3,4,8,2,2,2,2,4,3195,4167,44,528,18,3,Yes,3,3,3,1,3,Life Sciences,2,1,Travel_Rarely,80,No
1684,1,23,Male,Single,Y,Research & Development,Laboratory Technician,1,2,3,5,5,4,1,2,1,3989,20586,93,1320,11,0,Yes,3,4,3,1,1,Medical,2,8,Travel_Rarely,80,Yes
1687,1,38,Female,Married,Y,Research & Development,Laboratory Technician,1,3,3,7,0,0,0,0,7,3306,26176,87,1495,19,1,No,3,4,2,4,2,Medical,5,4,Travel_Rarely,80,No
1689,1,53,Male,Married,Y,Research & Development,Healthcare Representative,3,4,4,11,4,3,1,2,3,7005,3458,48,1395,15,0,No,3,2,3,3,4,Medical,2,24,Travel_Rarely,80,No
1691,1,48,Female,Married,Y,Sales,Sales Representative,1,3,3,19,9,7,7,7,2,2655,11740,95,708,11,2,Yes,3,4,3,3,2,Medical,3,7,Travel_Frequently,80,Yes
1692,1,32,Male,Single,Y,Research & Development,Laboratory Technician,1,3,2,1,1,0,0,0,1,1393,24852,95,1259,12,0,No,3,4,3,1,4,Life Sciences,2,2,Travel_Rarely,80,Yes
1693,1,26,Male,Single,Y,Research & Development,Laboratory Technician,1,3,4,7,7,7,5,7,1,2570,11925,76,786,20,0,No,4,4,3,3,3,Medical,5,7,Non-Travel,80,No
1694,1,55,Male,Divorced,Y,Research & Development,Research Scientist,1,2,2,8,4,2,1,2,5,3537,23737,94,1441,12,1,No,3,1,3,4,3,Technical Degree,1,22,Travel_Rarely,80,No
1696,1,34,Male,Married,Y,Research & Development,Laboratory Technician,2,2,4,15,15,10,4,13,1,3986,11912,57,1157,14,1,No,3,2,4,3,2,Medical,3,5,Travel_Rarely,80,No
1697,1,60,Male,Divorced,Y,Research & Development,Healthcare Representative,3,1,4,19,1,0,0,0,3,10883,20467,92,370,20,1,No,4,3,4,3,4,Medical,2,1,Travel_Rarely,80,No
1698,1,33,Male,Married,Y,Research & Development,Laboratory Technician,1,4,2,14,14,11,2,13,1,2028,13637,79,267,18,3,No,3,2,3,4,3,Medical,6,21,Travel_Rarely,80,No
1700,1,37,Male,Divorced,Y,Sales,Sales Executive,2,1,4,6,6,3,1,3,1,9525,7677,31,1278,14,2,No,3,3,2,3,4,Medical,2,1,Travel_Frequently,80,No
1701,1,34,Female,Married,Y,Research & Development,Research Scientist,1,2,4,10,10,9,8,7,1,2929,20338,35,678,12,0,No,3,2,3,2,3,Life Sciences,3,19,Travel_Rarely,80,No
1702,1,23,Male,Divorced,Y,Sales,Sales Representative,1,3,4,3,3,2,0,2,1,2275,25103,99,427,21,1,Yes,4,3,3,2,3,Life Sciences,2,7,Travel_Rarely,80,Yes
1703,1,44,Female,Married,Y,Research & Development,Healthcare Representative,3,4,4,9,8,7,6,7,1,7879,14810,96,921,19,1,Yes,3,3,3,2,3,Life Sciences,2,2,Travel_Rarely,80,No
1704,1,35,Male,Single,Y,Research & Development,Research Scientist,1,2,4,6,5,4,1,4,0,4930,13970,79,146,14,0,Yes,3,1,4,3,4,Medical,2,2,Travel_Frequently,80,No
1706,1,43,Male,Married,Y,Sales,Sales Executive,2,3,4,10,10,9,8,8,1,7847,6069,73,1179,17,1,Yes,3,4,3,1,3,Medical,3,2,Travel_Rarely,80,No
1707,1,24,Male,Married,Y,Research & Development,Research Scientist,1,4,3,5,5,3,0,4,1,4401,17616,62,581,16,1,No,3,3,3,4,3,Medical,1,9,Travel_Rarely,80,No
1708,1,41,Male,Single,Y,Sales,Sales Executive,3,3,3,10,10,8,8,7,1,9241,15869,35,918,12,0,No,3,4,3,2,3,Marketing,3,6,Travel_Rarely,80,No
1709,1,29,Female,Married,Y,Research & Development,Laboratory Technician,1,3,3,9,5,3,1,2,9,2974,25412,43,1082,17,1,No,3,4,3,3,4,Medical,2,9,Travel_Rarely,80,No
1710,1,36,Female,Single,Y,Sales,Sales Representative,2,3,4,17,13,7,6,7,3,4502,7439,51,530,15,0,No,3,3,2,3,4,Life Sciences,2,2,Travel_Rarely,80,No
1712,1,45,Male,Married,Y,Research & Development,Healthcare Representative,3,2,3,25,23,15,14,4,3,10748,3395,74,1238,23,1,No,4,3,2,4,1,Life Sciences,3,1,Non-Travel,80,No
1714,1,24,Male,Married,Y,Human Resources,Human Resources,1,1,3,1,1,0,0,0,1,1555,11585,58,240,11,1,No,3,4,3,3,1,Human Resources,2,22,Travel_Rarely,80,Yes
1716,1,47,Male,Married,Y,Sales,Sales Executive,4,1,3,25,23,5,14,10,7,12936,24164,82,1093,11,0,No,3,3,1,3,3,Life Sciences,3,9,Travel_Frequently,80,Yes
