EmployeeNumber,Age,Gender,MaritalStatus,BusinessTravel,Education,EducationField,Department,JobRole,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,NumCompaniesWorked,DistanceFromHome,TrainingTimesLastYear,JobLevel,MonthlyIncome,MonthlyRate,DailyRate,HourlyRate,PercentSalaryHike,StockOptionLevel,PerformanceRating,JobInvolvement,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,RelationshipSatisfaction,Attrition,OverTime
608,26,Female,Divorced,Travel_Frequently,4,"Life Sciences","Human Resources","Human Resources",8,7,7,1,0,0,17,2,1,2741,22808,426,58,11,1,3,3,3,2,2,2,Yes,Yes
611,29,Male,Divorced,Travel_Rarely,3,"Technical Degree","Research & Development","Manufacturing Director",8,3,2,1,2,4,19,2,2,4262,22645,232,34,12,2,3,3,4,4,4,2,No,No
612,33,Female,Divorced,Travel_Rarely,5,Medical,"Research & Development","Research Director",10,6,1,0,5,4,1,2,4,16184,22578,922,95,19,1,3,4,3,1,3,3,No,No
613,31,Male,Divorced,Travel_Rarely,3,"Life Sciences",Sales,Manager,10,5,4,0,1,9,7,3,3,11557,25291,688,44,21,1,4,2,4,3,2,3,No,No
614,18,Male,Single,Travel_Frequently,3,Marketing,Sales,"Sales Representative",0,0,0,0,0,1,5,3,1,1878,8059,1306,69,14,0,3,3,2,2,3,4,Yes,Yes
615,40,Male,Divorced,Non-Travel,3,Other,Sales,"Sales Executive",20,1,0,0,1,3,28,2,3,10932,11373,1094,58,15,1,3,1,1,3,3,3,No,No
616,41,Female,Single,Non-Travel,4,Other,"Research & Development","Healthcare Representative",10,8,7,0,7,2,2,3,2,6811,2112,509,62,17,0,3,2,3,1,3,1,No,Yes
618,26,Male,Divorced,Travel_Rarely,2,Medical,Sales,"Sales Executive",8,0,0,0,0,5,29,5,2,4306,4267,775,45,12,2,3,3,3,1,3,1,No,No
620,35,Female,Single,Travel_Rarely,3,Medical,Sales,"Sales Executive",5,5,4,0,3,1,1,3,2,4859,6698,195,80,16,0,3,3,3,1,3,4,No,No
621,34,Male,Single,Travel_Rarely,4,"Life Sciences",Sales,"Sales Executive",10,10,7,5,7,1,21,3,2,5337,19921,258,74,12,0,3,4,4,4,3,4,No,No
622,26,Male,Single,Travel_Rarely,3,"Technical Degree","Research & Development","Laboratory Technician",1,1,0,0,0,1,24,3,1,2340,23213,471,66,18,0,3,1,4,3,1,2,Yes,Yes
623,37,Female,Single,Travel_Rarely,3,"Technical Degree","Research & Development","Manufacturing Director",12,6,5,1,2,4,1,3,3,7491,23848,799,59,17,0,3,3,4,2,4,4,No,No
624,46,Female,Married,Travel_Frequently,1,Medical,"Research & Development","Healthcare Representative",28,2,2,1,2,5,18,3,3,10527,8984,1034,86,11,0,3,3,3,1,2,4,No,No
625,41,Female,Married,Travel_Rarely,5,"Life Sciences",Sales,Manager,22,18,16,11,8,7,2,2,4,16595,5626,1276,91,16,1,3,3,1,2,3,2,No,No
626,37,Male,Divorced,Non-Travel,4,Medical,Sales,"Sales Executive",9,9,5,7,7,1,9,6,3,8834,24666,142,69,13,1,3,3,2,1,3,4,No,No
630,52,Male,Divorced,Travel_Rarely,2,"Technical Degree","Research & Development","Research Scientist",18,10,9,6,9,3,6,3,2,5577,22087,956,78,12,2,3,3,1,4,3,2,No,Yes
631,32,Male,Married,Non-Travel,4,Other,Sales,"Sales Executive",6,4,2,1,2,8,11,2,2,4707,23914,1474,60,12,0,3,4,3,4,3,4,Yes,No
632,24,Male,Married,Travel_Frequently,3,Medical,Sales,"Sales Representative",3,2,2,2,1,0,24,3,1,2400,5530,535,38,13,2,3,3,4,4,3,3,No,No
634,38,Female,Married,Travel_Rarely,3,Medical,"Research & Development","Healthcare Representative",18,1,0,0,0,3,10,4,2,9824,22174,1495,76,19,1,3,3,3,3,3,3,No,No
635,37,Female,Married,Travel_Rarely,4,"Life Sciences","Research & Development","Manufacturing Director",8,6,5,4,3,6,1,2,2,6447,15701,446,65,12,1,3,3,2,2,2,2,No,No
638,49,Male,Divorced,Travel_Rarely,4,"Life Sciences","Research & Development","Research Director",31,31,9,0,9,1,18,5,5,19502,2125,1245,58,17,1,3,2,3,4,3,3,No,Yes
639,24,Male,Married,Travel_Rarely,3,Medical,"Research & Development","Research Scientist",6,6,5,1,4,1,23,3,1,2725,21630,691,89,11,2,3,4,4,2,3,2,No,Yes
641,26,Male,Married,Travel_Rarely,2,Marketing,Sales,"Sales Executive",6,5,3,1,4,1,28,5,2,6272,7428,703,66,20,2,4,3,2,1,4,4,No,No
643,24,Male,Married,Travel_Rarely,2,Other,"Research & Development","Laboratory Technician",1,1,0,0,0,1,17,2,1,2127,9100,823,94,21,1,4,2,2,4,3,4,No,No
644,50,Male,Married,Travel_Frequently,3,Medical,"Human Resources",Manager,32,32,5,10,7,1,3,2,5,18200,7999,1246,99,11,1,3,3,2,1,3,3,No,No
645,25,Male,Married,Travel_Rarely,1,Medical,Sales,"Sales Representative",7,7,4,0,6,1,13,1,1,2096,26376,622,40,11,0,3,3,3,2,3,3,No,No
647,24,Female,Married,Travel_Frequently,3,"Life Sciences","Research & Development","Laboratory Technician",6,6,3,1,2,1,7,4,1,2886,14168,1287,55,16,1,3,3,3,1,3,4,Yes,Yes
648,30,Male,Married,Travel_Frequently,4,"Life Sciences",Sales,"Sales Representative",1,1,0,0,0,1,12,2,1,2033,14470,448,74,18,1,3,2,1,2,4,3,Yes,No
649,34,Male,Married,Travel_Rarely,2,"Life Sciences","Research & Development","Research Scientist",6,6,5,1,3,1,1,3,1,3622,22794,254,83,13,1,3,2,4,2,3,4,No,Yes
650,31,Male,Divorced,Travel_Rarely,4,Medical,Sales,"Sales Executive",9,3,1,1,2,2,13,2,2,4233,11512,1365,46,17,0,3,3,1,2,1,3,Yes,No
652,35,Male,Single,Travel_Rarely,2,Other,"Research & Development","Laboratory Technician",9,3,2,0,2,4,25,3,2,3681,14004,538,54,14,0,3,2,4,1,3,4,No,No
653,31,Male,Divorced,Travel_Rarely,4,Medical,Sales,"Sales Executive",13,7,7,5,7,4,6,4,2,5460,6219,525,66,22,2,4,4,4,1,4,4,No,No
655,27,Female,Divorced,Travel_Rarely,4,Medical,"Research & Development","Research Scientist",6,5,3,0,3,0,6,5,1,2187,5013,798,66,12,2,3,2,3,1,2,3,No,No
656,37,Male,Married,Travel_Rarely,3,Marketing,Sales,"Sales Executive",17,3,0,1,0,4,2,3,2,9602,3010,558,75,11,1,3,3,3,4,2,3,No,Yes
657,20,Female,Single,Travel_Rarely,3,"Life Sciences","Research & Development","Research Scientist",1,1,0,0,0,1,1,0,1,2836,11757,959,83,13,0,3,2,2,4,4,4,No,No
659,42,Female,Married,Travel_Rarely,4,"Life Sciences","Research & Development","Healthcare Representative",10,10,2,2,2,1,2,4,2,4089,5718,622,81,13,2,3,3,4,3,3,2,No,No
661,43,Male,Divorced,Travel_Rarely,4,Other,"Research & Development","Research Director",21,1,0,0,0,4,6,3,4,16627,2671,782,50,14,1,3,2,4,2,2,3,No,Yes
662,38,Female,Single,Travel_Rarely,1,"Life Sciences","Research & Development","Research Scientist",8,0,0,0,0,3,1,3,1,2619,14561,362,43,17,0,3,3,1,3,2,4,No,No
663,43,Male,Divorced,Travel_Frequently,5,Medical,"Research & Development","Laboratory Technician",10,8,7,4,7,3,9,3,2,5679,19627,1001,72,13,1,3,3,3,4,3,2,No,Yes
664,48,Female,Married,Travel_Rarely,4,"Life Sciences","Research & Development",Manager,21,3,2,0,2,7,1,3,4,15402,17997,1236,40,11,1,3,2,1,4,1,1,No,No
665,44,Female,Single,Travel_Rarely,4,"Life Sciences","Human Resources","Human Resources",10,2,2,0,2,4,1,1,2,5985,26894,1112,50,11,0,3,2,3,1,4,2,No,No
666,34,Female,Divorced,Travel_Rarely,3,"Technical Degree",Sales,"Sales Representative",8,8,2,0,6,1,14,3,1,2579,2912,204,31,18,2,3,3,3,3,3,4,No,Yes
667,27,Male,Divorced,Travel_Rarely,1,Marketing,Sales,"Sales Representative",5,4,3,0,2,0,2,3,1,3041,16346,1420,85,11,1,3,3,1,3,3,2,Yes,No
669,21,Male,Single,Travel_Rarely,1,"Technical Degree",Sales,"Sales Representative",3,3,2,1,2,1,22,2,1,3447,24444,1343,49,11,0,3,3,3,3,3,3,No,No
671,44,Male,Married,Travel_Rarely,4,Other,"Research & Development",Manager,26,2,2,0,1,4,3,2,5,19513,9358,1315,35,12,1,3,3,4,4,4,1,No,Yes
675,22,Male,Married,Travel_Rarely,1,Medical,"Research & Development","Research Scientist",3,2,2,2,2,0,6,3,1,2773,12145,604,69,20,0,4,3,3,1,3,4,No,No
677,33,Male,Divorced,Travel_Rarely,4,Marketing,Sales,"Sales Executive",6,5,0,1,2,0,8,3,2,7104,20431,1216,39,12,0,3,3,3,3,3,4,No,No
679,32,Female,Married,Travel_Rarely,4,"Life Sciences","Research & Development","Research Scientist",6,6,4,0,5,1,9,2,2,6322,18089,646,92,12,1,3,3,4,1,2,4,No,Yes
680,30,Female,Divorced,Travel_Frequently,3,Medical,"Research & Development","Research Scientist",1,1,0,0,0,1,3,2,1,2083,22653,160,71,20,1,4,3,3,3,3,3,No,No
682,53,Female,Single,Travel_Rarely,1,Medical,Sales,"Sales Executive",18,14,7,8,10,7,1,2,2,8381,7507,238,34,20,0,4,3,1,4,4,4,No,No
683,34,Male,Married,Travel_Rarely,5,"Life Sciences","Research & Development","Research Scientist",10,10,9,8,8,1,1,4,1,2691,7660,1397,42,12,1,3,3,4,2,2,4,No,No
684,45,Female,Married,Travel_Frequently,4,"Life Sciences",Sales,"Sales Executive",5,1,1,0,0,2,26,4,2,4286,5630,306,100,14,2,3,3,1,1,3,4,Yes,No
686,26,Female,Married,Travel_Rarely,3,"Life Sciences","Research & Development","Laboratory Technician",3,3,2,0,2,1,6,2,1,2659,17759,991,71,13,1,3,3,4,3,3,3,No,Yes
689,37,Male,Married,Travel_Rarely,3,Other,"Research & Development","Manufacturing Director",10,10,7,7,8,1,3,2,3,9434,9606,482,36,15,1,3,3,3,3,3,3,No,No
690,29,Female,Married,Travel_Rarely,2,Medical,Sales,"Sales Executive",6,6,0,1,2,1,3,5,2,5561,3487,1176,62,14,1,3,3,3,2,2,1,No,No
691,35,Male,Single,Travel_Rarely,4,"Life Sciences","Research & Development","Research Scientist",17,17,11,11,8,1,6,3,2,6646,19368,1017,82,13,0,3,1,4,2,3,2,No,No
692,33,Male,Divorced,Travel_Frequently,3,"Life Sciences","Research & Development","Healthcare Representative",15,13,11,4,7,3,6,2,2,7725,5335,1296,30,23,1,4,3,4,3,1,3,No,No
698,54,Male,Married,Travel_Rarely,4,Medical,"Human Resources","Human Resources",16,9,7,7,1,2,19,1,3,10725,6729,397,88,15,1,3,3,2,3,4,3,No,No
699,36,Male,Divorced,Travel_Rarely,2,Medical,"Research & Development","Manufacturing Director",13,3,2,0,2,2,9,2,2,8847,13934,913,48,11,1,3,2,2,2,3,3,No,Yes
700,27,Male,Single,Travel_Rarely,4,Medical,"Research & Development","Research Scientist",5,4,2,1,1,0,3,0,1,2045,15174,1115,54,13,0,3,2,4,1,3,4,No,No
701,20,Male,Single,Travel_Rarely,1,Medical,"Research & Development","Research Scientist",1,1,0,1,1,1,10,5,1,1009,26999,1362,32,11,0,3,3,3,4,3,4,Yes,Yes
702,33,Male,Single,Travel_Frequently,3,"Life Sciences","Research & Development","Research Scientist",10,10,8,9,7,1,3,3,1,3348,3164,1076,70,11,0,3,3,1,1,3,1,Yes,Yes
704,35,Male,Married,Non-Travel,3,"Life Sciences","Research & Development","Laboratory Technician",1,1,0,0,0,1,3,3,1,1281,16900,727,41,18,2,3,2,3,3,3,3,No,No
705,23,Male,Married,Travel_Rarely,3,Medical,"Research & Development","Research Scientist",5,3,2,0,2,2,4,3,1,2819,8544,885,58,16,1,3,4,1,1,4,1,No,No
707,25,Male,Married,Travel_Rarely,3,"Life Sciences",Sales,"Sales Executive",4,3,2,1,2,0,8,4,2,4851,15678,810,57,22,1,4,4,2,4,3,3,No,No
709,38,Female,Single,Travel_Rarely,4,Marketing,Sales,"Sales Executive",8,7,7,0,5,0,7,2,2,4028,7791,243,46,20,0,4,2,4,4,3,1,No,No
710,29,Male,Divorced,Travel_Frequently,4,"Life Sciences","Research & Development","Research Scientist",10,10,7,2,8,1,1,5,1,2720,18959,806,76,18,1,3,1,4,2,3,4,No,No
712,48,Male,Married,Travel_Rarely,1,Marketing,Sales,"Sales Executive",12,2,2,2,2,3,2,3,2,8120,18597,817,56,12,0,3,4,2,2,3,4,No,No
714,27,Female,Divorced,Travel_Frequently,1,Medical,Sales,"Sales Executive",6,6,5,0,4,1,3,3,2,4647,16673,1410,71,20,2,4,4,4,4,3,2,No,Yes
715,37,Male,Single,Travel_Rarely,2,"Life Sciences","Research & Development","Research Scientist",4,1,0,0,0,3,10,2,1,4680,15232,1225,80,17,0,3,4,4,4,3,1,No,No
716,50,Male,Married,Travel_Rarely,1,Medical,"Research & Development","Laboratory Technician",20,20,8,3,8,1,28,3,1,3221,3297,1207,74,11,3,3,4,3,4,3,3,No,Yes
717,34,Female,Single,Travel_Rarely,3,Medical,"Research & Development","Healthcare Representative",9,8,7,7,7,1,9,3,3,8621,17654,1442,46,14,0,3,2,2,4,4,2,No,No
720,24,Female,Single,Travel_Rarely,2,"Life Sciences",Sales,"Sales Executive",4,2,2,2,0,9,3,3,2,4577,24785,693,65,14,0,3,3,3,1,3,1,Yes,No
721,39,Female,Single,Travel_Rarely,4,"Technical Degree","Research & Development","Healthcare Representative",20,20,7,11,10,1,2,4,2,4553,20978,408,80,11,0,3,2,3,4,3,1,No,No
722,32,Male,Single,Travel_Rarely,3,Marketing,Sales,"Sales Executive",10,10,7,0,8,1,10,2,2,5396,21703,929,55,12,0,3,3,4,4,2,4,No,No
723,50,Male,Married,Travel_Frequently,2,"Technical Degree",Sales,"Sales Executive",18,4,3,1,3,3,8,4,2,6796,23452,562,50,14,1,3,3,3,2,3,1,Yes,Yes
724,38,Female,Single,Travel_Rarely,4,"Life Sciences","Research & Development","Healthcare Representative",10,9,7,1,8,0,1,4,2,7625,19383,827,33,13,0,3,4,4,2,2,3,No,No
725,27,Female,Married,Travel_Rarely,2,"Life Sciences","Research & Development","Manufacturing Director",9,9,7,0,7,1,1,3,3,7412,6009,608,68,11,0,3,3,1,3,3,4,No,No
727,32,Female,Single,Travel_Rarely,2,"Life Sciences","Research & Development","Research Director",10,7,7,7,7,3,3,6,3,11159,19373,1018,39,15,0,3,3,4,3,3,4,No,No
728,47,Male,Single,Travel_Rarely,4,Marketing,Sales,"Sales Executive",20,7,7,1,7,2,14,2,2,4960,11825,703,42,12,0,3,3,1,4,3,4,No,No
729,40,Male,Married,Travel_Frequently,4,"Life Sciences",Sales,"Sales Executive",20,18,13,1,12,5,5,2,3,10475,23772,580,48,21,1,4,2,1,4,3,3,No,Yes
730,53,Male,Married,Travel_Rarely,3,"Life Sciences","Research & Development","Research Director",32,5,1,1,3,3,7,3,4,14814,13514,970,59,19,0,3,4,3,3,3,3,No,No
731,41,Male,Divorced,Travel_Rarely,4,"Human Resources","Human Resources",Manager,23,21,6,12,6,3,10,2,5,19141,8861,427,73,15,3,3,2,4,2,2,2,No,No
732,60,Male,Single,Travel_Rarely,4,Marketing,Sales,"Sales Executive",10,2,2,2,2,8,16,1,2,5405,11924,1179,84,14,0,3,3,1,1,3,4,No,No
733,27,Male,Divorced,Travel_Frequently,2,"Life Sciences","Research & Development","Manufacturing Director",9,9,7,1,7,1,10,4,3,8793,4809,294,32,21,2,4,3,1,4,2,3,No,No
734,41,Male,Married,Travel_Rarely,3,"Human Resources","Human Resources",Manager,22,22,7,2,10,1,1,3,5,19189,19562,314,59,12,1,3,2,3,4,3,2,No,No
738,50,Male,Married,Travel_Rarely,4,Marketing,Sales,"Sales Representative",4,2,2,2,2,7,8,2,1,3875,9983,316,54,15,1,3,3,2,4,3,4,No,No
741,28,Female,Single,Travel_Rarely,2,"Life Sciences","Research & Development","Research Scientist",10,7,7,3,7,7,1,4,1,2216,3872,654,67,13,0,3,1,2,1,3,4,Yes,Yes
742,36,Female,Married,Non-Travel,3,"Life Sciences","Research & Development","Research Director",10,8,7,0,5,9,8,2,3,11713,20335,427,63,14,1,3,4,1,1,3,1,No,No
743,38,Female,Single,Travel_Rarely,3,"Life Sciences","Research & Development","Manufacturing Director",10,1,0,0,0,4,1,4,3,7861,15397,168,81,14,0,3,3,3,3,4,4,No,Yes
744,44,Male,Single,Non-Travel,3,Medical,"Research & Development","Laboratory Technician",9,5,2,1,4,2,24,5,1,3708,2104,381,49,14,0,3,1,3,1,3,3,No,No
746,47,Female,Divorced,Travel_Frequently,3,Medical,Sales,"Sales Executive",28,22,2,11,13,9,3,2,4,13770,10225,217,49,12,2,3,3,3,4,2,4,No,Yes
747,30,Male,Divorced,Travel_Rarely,5,Marketing,Sales,"Sales Executive",10,8,7,7,7,7,27,2,2,5304,25275,501,99,23,1,4,3,4,3,2,4,No,No
749,29,Male,Single,Travel_Rarely,3,"Life Sciences",Sales,"Sales Representative",1,1,0,0,0,1,10,6,1,2642,2755,1396,99,11,0,3,3,3,3,3,3,No,No
752,42,Male,Divorced,Travel_Frequently,3,Medical,"Research & Development","Research Scientist",7,2,2,2,2,6,19,2,1,2759,20366,933,57,12,0,3,4,3,3,3,4,Yes,Yes
754,43,Male,Married,Travel_Frequently,3,"Life Sciences",Sales,"Sales Executive",7,2,2,2,2,3,15,5,2,6804,23683,775,47,18,1,3,2,4,4,3,3,No,No
757,34,Female,Single,Travel_Rarely,2,Medical,"Research & Development","Healthcare Representative",10,5,1,4,3,3,8,2,2,6142,7360,970,96,11,0,3,3,3,2,3,4,No,No
758,23,Male,Married,Travel_Rarely,1,Medical,"Research & Development","Laboratory Technician",5,4,3,0,2,1,9,2,1,2500,4344,650,37,14,1,3,3,1,2,4,4,No,No
760,39,Female,Married,Travel_Rarely,3,"Human Resources","Human Resources","Human Resources",12,8,3,3,6,9,3,3,2,6389,18767,141,44,15,1,3,4,2,3,1,3,No,No
762,56,Male,Married,Travel_Rarely,3,Medical,"Research & Development","Healthcare Representative",30,10,7,1,1,7,9,1,4,11103,20420,832,81,11,0,3,3,4,3,2,3,No,No
763,40,Female,Single,Travel_Rarely,1,Medical,"Research & Development","Research Scientist",5,4,2,2,3,0,2,2,1,2342,22929,804,86,20,0,4,2,4,4,2,4,No,Yes
764,27,Female,Single,Travel_Rarely,3,Medical,"Research & Development","Healthcare Representative",9,7,6,0,7,8,7,2,2,6811,23398,975,55,19,0,3,2,1,4,1,1,No,No
766,29,Male,Divorced,Travel_Rarely,3,Marketing,Sales,"Sales Representative",2,2,2,2,2,1,10,2,1,2297,17967,1090,83,14,2,3,3,2,4,3,4,No,No
769,53,Male,Single,Travel_Rarely,3,"Life Sciences","Research & Development","Laboratory Technician",19,2,2,2,2,2,6,4,2,2450,10919,346,86,17,0,3,3,4,4,3,4,No,No
771,35,Female,Divorced,Non-Travel,4,"Life Sciences","Research & Development","Healthcare Representative",16,1,0,0,0,2,2,2,2,5093,4761,1225,61,11,1,3,3,1,4,4,1,No,No
772,32,Male,Married,Travel_Frequently,4,"Life Sciences","Research & Development","Laboratory Technician",10,10,8,4,7,1,24,2,2,5309,21146,430,80,15,2,3,3,4,1,3,4,No,No
773,38,Male,Married,Travel_Rarely,5,Medical,"Research & Development","Research Scientist",6,1,0,0,1,6,2,0,1,3057,20471,268,92,13,1,3,3,3,4,1,2,No,Yes
775,34,Female,Divorced,Travel_Rarely,5,"Life Sciences","Research & Development","Manufacturing Director",7,0,0,0,0,3,8,3,2,5121,4187,167,32,14,1,3,3,1,2,3,3,No,No
776,52,Male,Married,Travel_Rarely,4,Marketing,Sales,Manager,34,34,6,1,16,1,3,3,4,16856,10084,621,31,11,0,3,2,1,3,4,1,No,No
780,33,Male,Single,Travel_Rarely,4,Other,"Research & Development","Research Scientist",10,10,9,7,8,1,1,2,1,2686,5207,527,63,13,0,3,3,4,4,2,3,Yes,Yes
781,25,Female,Single,Travel_Rarely,1,Medical,Sales,"Sales Executive",6,6,5,1,4,1,26,5,2,6180,22807,883,32,23,0,4,3,4,3,2,2,No,No
783,45,Male,Single,Travel_Rarely,2,"Technical Degree",Sales,"Sales Representative",9,8,7,3,1,0,2,3,2,6632,12388,954,46,13,0,3,1,3,2,3,1,No,No
784,23,Male,Single,Travel_Rarely,1,Medical,"Research & Development","Research Scientist",2,2,2,0,2,1,10,3,1,3505,19630,310,79,18,0,3,4,3,1,3,4,No,No
785,47,Female,Single,Travel_Frequently,2,"Life Sciences",Sales,"Sales Executive",8,5,4,1,3,4,27,2,2,6397,10339,719,77,12,0,3,4,3,2,3,4,Yes,Yes
786,34,Male,Single,Travel_Rarely,3,Other,Sales,"Sales Executive",6,6,5,1,4,1,2,5,2,6274,18686,304,60,22,0,4,3,4,4,3,3,No,No
787,55,Male,Married,Travel_Rarely,3,Medical,"Research & Development",Manager,24,5,2,1,4,5,2,2,5,19859,21199,725,78,13,1,3,3,1,4,3,4,Yes,Yes
789,36,Male,Single,Non-Travel,4,"Life Sciences",Sales,"Sales Executive",10,10,7,0,9,1,8,1,3,7587,14229,1434,76,15,0,3,2,1,1,3,2,No,No
791,52,Male,Married,Non-Travel,4,Medical,"Research & Development","Research Scientist",5,4,3,1,2,0,19,3,1,4258,26589,715,41,18,1,3,3,4,4,3,1,No,No
792,26,Female,Divorced,Travel_Frequently,2,"Life Sciences","Research & Development","Laboratory Technician",5,2,2,2,0,3,1,2,1,4364,5288,575,71,14,1,3,1,4,1,3,1,No,No
793,29,Female,Married,Travel_Rarely,3,Medical,"Research & Development","Healthcare Representative",11,8,7,1,1,4,27,3,2,4335,25549,657,66,12,1,3,3,3,2,2,1,No,No
796,26,Male,Single,Travel_Rarely,3,"Technical Degree",Sales,"Sales Executive",6,4,3,1,2,6,8,2,2,5326,3064,1146,38,17,0,3,2,1,4,2,3,Yes,No
797,34,Female,Single,Travel_Rarely,4,"Life Sciences","Research & Development","Research Scientist",10,4,2,1,3,2,1,2,1,3280,13551,182,72,16,0,3,4,4,2,3,3,No,No
799,54,Female,Divorced,Travel_Rarely,4,Medical,"Research & Development","Manufacturing Director",9,5,3,1,4,9,19,4,2,5485,22670,376,95,11,2,3,3,1,4,3,2,No,Yes
800,27,Male,Married,Travel_Frequently,1,Marketing,Sales,"Sales Executive",5,4,2,1,1,0,8,3,2,4342,24008,829,84,19,1,3,3,4,3,3,2,No,No
802,37,Female,Divorced,Travel_Rarely,1,"Life Sciences","Research & Development","Research Scientist",6,5,3,4,3,0,10,3,1,2782,19905,571,82,13,2,3,3,1,4,2,2,No,Yes
803,38,Female,Single,Travel_Frequently,4,"Life Sciences","Research & Development","Manufacturing Director",17,15,7,4,12,6,2,2,2,5980,26085,240,75,12,0,3,4,1,1,3,4,No,Yes
804,34,Female,Single,Travel_Rarely,4,Medical,"Research & Development","Research Scientist",6,6,5,1,3,1,2,3,1,4381,7530,121,86,11,0,3,2,1,3,3,3,No,No
805,35,Female,Married,Travel_Rarely,4,"Life Sciences",Sales,"Sales Representative",3,3,2,0,2,1,8,1,1,2572,20317,384,72,16,1,3,3,4,1,2,2,No,No
806,30,Male,Married,Travel_Rarely,3,"Life Sciences","Research & Development","Laboratory Technician",7,2,2,0,2,3,1,2,1,3833,24375,921,38,21,2,4,1,3,4,3,3,No,No
807,40,Female,Married,Travel_Frequently,2,Medical,"Research & Development","Healthcare Representative",8,8,7,3,7,1,2,2,2,4244,9931,791,38,24,1,4,4,2,3,3,4,No,No
808,34,Female,Married,Travel_Rarely,2,"Life Sciences",Sales,"Sales Executive",6,3,2,1,2,5,8,1,2,6500,13305,1111,93,17,1,3,3,1,3,3,2,No,No
809,42,Male,Divorced,Travel_Frequently,3,"Life Sciences","Research & Development",Manager,24,24,7,14,9,1,8,4,5,18430,16225,570,66,13,1,3,3,4,2,2,2,No,No
811,23,Male,Married,Travel_Rarely,3,"Life Sciences","Research & Development","Laboratory Technician",1,0,0,0,0,1,6,2,1,1601,3445,1243,63,21,2,4,4,1,3,3,3,Yes,Yes
812,24,Male,Divorced,Non-Travel,3,"Life Sciences","Research & Development","Laboratory Technician",1,1,0,0,0,1,9,4,1,2694,26551,1092,60,11,3,3,2,2,3,3,3,No,No
813,52,Female,Married,Travel_Rarely,4,"Life Sciences","Research & Development","Laboratory Technician",9,5,2,1,4,8,11,3,2,3149,21821,1325,82,20,1,4,3,3,4,3,2,No,No
815,50,Male,Married,Travel_Rarely,3,Medical,"Research & Development","Research Director",30,4,3,0,3,5,2,3,4,17639,6881,691,64,16,0,3,3,3,3,3,4,No,No
816,29,Female,Married,Travel_Rarely,2,"Life Sciences","Research & Development","Laboratory Technician",1,1,0,0,0,1,1,1,1,2319,6689,805,36,11,1,3,2,1,2,3,4,Yes,Yes
817,33,Male,Married,Travel_Rarely,3,Medical,"Research & Development","Research Director",14,13,9,3,7,0,7,3,3,11691,25995,213,49,11,0,3,3,3,3,4,4,No,No
819,33,Female,Single,Travel_Rarely,3,Marketing,Sales,"Sales Executive",6,3,2,0,2,5,16,3,2,5324,26507,118,69,15,0,3,3,1,1,3,3,Yes,No
820,47,Female,Married,Travel_Rarely,2,Other,"Research & Development",Manager,26,26,14,3,0,1,2,3,4,16752,12982,202,33,11,1,3,3,4,3,2,3,No,Yes
823,36,Female,Married,Travel_Rarely,3,Other,"Research & Development","Manufacturing Director",10,9,7,0,5,0,1,2,2,5228,23361,676,35,15,1,3,3,2,3,3,1,No,No
824,29,Male,Married,Travel_Rarely,2,"Life Sciences","Research & Development","Research Scientist",10,10,7,0,7,1,23,3,1,2700,23779,1252,81,24,1,4,4,3,3,3,3,No,No
825,58,Male,Single,Travel_Rarely,4,"Life Sciences","Research & Development","Research Director",40,31,15,13,8,7,2,2,5,19246,25761,286,31,12,0,3,3,2,4,3,4,Yes,Yes
826,35,Female,Single,Travel_Rarely,4,"Life Sciences","Research & Development","Research Scientist",7,2,2,2,2,3,1,0,1,2506,13301,1258,40,13,0,3,4,3,4,3,3,No,No
827,42,Female,Married,Travel_Rarely,2,"Life Sciences","Research & Development","Manufacturing Director",8,4,3,0,2,9,1,4,2,6062,4051,932,43,13,1,3,2,4,4,3,4,No,Yes
828,28,Male,Single,Travel_Rarely,4,Medical,"Research & Development","Research Scientist",5,2,2,2,1,6,2,3,1,4382,16374,890,46,17,0,3,3,3,3,2,4,Yes,No
829,36,Male,Married,Travel_Rarely,3,"Human Resources","Human Resources","Human Resources",8,5,2,0,4,4,13,2,1,2143,25527,1041,36,13,1,3,3,2,3,3,2,No,No
830,32,Female,Married,Travel_Rarely,3,"Life Sciences","Research & Development","Manufacturing Director",14,14,13,6,8,1,4,3,2,6162,19124,859,98,12,1,3,2,3,3,3,3,No,No
832,40,Male,Single,Travel_Frequently,4,Medical,"Research & Development","Laboratory Technician",10,1,0,0,0,6,16,6,2,5094,11983,720,51,14,0,3,2,3,1,3,4,No,No
833,30,Female,Single,Travel_Rarely,3,Medical,"Research & Development","Manufacturing Director",12,0,0,0,0,5,2,4,2,6877,20234,946,52,24,0,4,2,4,3,2,2,No,Yes
834,45,Female,Single,Travel_Rarely,3,"Life Sciences","Research & Development","Research Scientist",1,1,0,0,0,1,2,3,1,2274,6153,252,95,14,0,3,2,3,2,3,4,No,No
836,42,Male,Married,Travel_Rarely,3,"Life Sciences","Research & Development","Manufacturing Director",10,9,8,7,8,1,29,3,2,4434,11806,933,98,13,1,3,3,2,2,2,4,No,No
837,38,Male,Divorced,Travel_Frequently,3,"Life Sciences","Research & Development","Healthcare Representative",13,4,3,1,2,2,12,3,2,6288,4284,471,45,15,1,3,2,1,1,2,3,No,No
